1,traffic,5,large',95
2,traffic,15,large'',1624636658.0
3,traffic,5,trafficset1,1624668592.0
4,traffic,10,trafficset1,1624669306.0
5,traffic,3,trafficset1,1624669443.0
6,traffic,3,trafficset1,1624669474.0
7,traffic,5,trafficset1,1624669493.0
8,traffic,5,trafficset1,1624669525.0
9,traffic,5,trafficset1,1624669556.0
10,traffic,5,trafficset1,1624683537.0
11,traffic,5,trafficset1,1624683568.0
12,traffic,5,trafficset1,1624685023.0
13,traffic,5,trafficset1,1624685303.0
14,traffic,5,trafficset1,1624685337.0
15,traffic,5,trafficset1,1624685368.0
16,traffic,5,trafficset1,1624685398.0
17,traffic,5,trafficset1,1624685429.0
18,traffic,5,trafficset1,1624685460.0
19,traffic,5,trafficset1,1624685490.0
20,traffic,5,trafficset1,1624685521.0
21,traffic,5,trafficset1,1624685551.0
22,traffic,5,trafficset1,1624685582.0
23,traffic,5,trafficset1,1624685612.0
24,traffic,5,trafficset1,1624685643.0
25,traffic,5,trafficset1,1624685674.0
26,traffic,5,trafficset1,1624685704.0
27,traffic,5,trafficset1,1624685735.0
28,traffic,5,trafficset1,1624685766.0
29,traffic,5,trafficset1,1624685796.0
30,traffic,5,trafficset1,1624685827.0
31,traffic,5,trafficset1,1624685858.0
32,traffic,5,trafficset1,1624685889.0
33,traffic,5,trafficset1,1624685919.0
34,traffic,5,trafficset1,1624685950.0
35,traffic,5,trafficset1,1624685981.0
36,traffic,5,trafficset1,1624686011.0
37,traffic,5,trafficset1,1624686042.0
38,traffic,5,trafficset1,1624686073.0
39,traffic,5,trafficset1,1624686104.0
40,traffic,5,trafficset1,1624686134.0
41,traffic,5,trafficset1,1624686165.0
42,traffic,5,trafficset1,1624686196.0
43,traffic,5,trafficset1,1624686227.0
44,traffic,5,trafficset1,1624686257.0
45,traffic,5,trafficset1,1624686288.0
46,traffic,5,trafficset1,1624686318.0
47,traffic,5,trafficset1,1624686349.0
48,traffic,5,trafficset1,1624686380.0
49,traffic,5,trafficset1,1624686411.0
50,traffic,5,trafficset1,1624686441.0
51,traffic,5,trafficset1,1624686472.0
52,traffic,5,trafficset1,1624686503.0
53,traffic,5,trafficset1,1624686533.0
54,traffic,5,trafficset1,1624686564.0
55,traffic,5,trafficset1,1624686595.0
56,traffic,5,trafficset1,1624686625.0
57,traffic,5,trafficset1,1624686656.0
58,traffic,5,trafficset1,1624686687.0
59,traffic,5,trafficset1,1624686718.0
60,traffic,5,trafficset1,1624686748.0
61,traffic,5,trafficset1,1624686779.0
62,traffic,5,trafficset1,1624686810.0
