light_time,long',15,100
light_time,long'',25,1624636658.0
light_time,light_timeset1,13.33,1624668592.0
light_time,light_timeset1,20.0,1624669306.0
light_time,light_timeset1,13.33,1624669443.0
light_time,light_timeset1,13.33,1624669474.0
light_time,light_timeset1,13.33,1624669493.0
light_time,light_timeset1,13.33,1624669525.0
light_time,light_timeset1,13.33,1624669556.0
light_time,light_timeset1,13.33,1624683537.0
light_time,light_timeset1,13.33,1624683568.0
light_time,light_timeset1,13.33,1624685023.0
light_time,light_timeset1,13.33,1624685303.0
light_time,light_timeset1,13.33,1624685337.0
light_time,light_timeset1,13.33,1624685368.0
light_time,light_timeset1,13.33,1624685398.0
light_time,light_timeset1,13.33,1624685429.0
light_time,light_timeset1,13.33,1624685460.0
light_time,light_timeset1,13.33,1624685490.0
light_time,light_timeset1,13.33,1624685521.0
light_time,light_timeset1,13.33,1624685551.0
light_time,light_timeset1,13.33,1624685582.0
light_time,light_timeset1,13.33,1624685612.0
light_time,light_timeset1,13.33,1624685643.0
light_time,light_timeset1,13.33,1624685674.0
light_time,light_timeset1,13.33,1624685704.0
light_time,light_timeset1,13.33,1624685735.0
light_time,light_timeset1,13.33,1624685766.0
light_time,light_timeset1,13.33,1624685796.0
light_time,light_timeset1,13.33,1624685827.0
light_time,light_timeset1,13.33,1624685858.0
light_time,light_timeset1,13.33,1624685889.0
light_time,light_timeset1,13.33,1624685919.0
light_time,light_timeset1,13.33,1624685950.0
light_time,light_timeset1,13.33,1624685981.0
light_time,light_timeset1,13.33,1624686011.0
light_time,light_timeset1,13.33,1624686042.0
light_time,light_timeset1,13.33,1624686073.0
light_time,light_timeset1,13.33,1624686104.0
light_time,light_timeset1,13.33,1624686134.0
light_time,light_timeset1,13.33,1624686165.0
light_time,light_timeset1,13.33,1624686196.0
light_time,light_timeset1,13.33,1624686227.0
light_time,light_timeset1,13.33,1624686257.0
light_time,light_timeset1,13.33,1624686288.0
light_time,light_timeset1,13.33,1624686318.0
light_time,light_timeset1,13.33,1624686349.0
light_time,light_timeset1,13.33,1624686380.0
light_time,light_timeset1,13.33,1624686411.0
light_time,light_timeset1,13.33,1624686441.0
light_time,light_timeset1,13.33,1624686472.0
light_time,light_timeset1,13.33,1624686503.0
light_time,light_timeset1,13.33,1624686533.0
